"nama_sekolah","npsn","bp","status","pd","guru","kecamatan","wilayah","periode_data"
"SDN Ancol 01 Pg.","20104841","SD","Negeri","501","19","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 01 Pg.","20101031","SD","Negeri","564","20","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 03","20101033","SD","Negeri","589","24","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 05 Pg.","20101035","SD","Negeri","185","7","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 07 Pg.","20101036","SD","Negeri","550","28","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 09","20104874","SD","Negeri","559","24","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 11 Pg.","20104875","SD","Negeri","607","24","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 12 Pg.","20101041","SD","Negeri","341","14","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Barat 13 Pt.","20101042","SD","Negeri","281","12","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Timur 01 Pg.","20101044","SD","Negeri","448","18","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Timur 03","20101064","SD","Negeri","1060","38","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Timur 05 Pg.","20100653","SD","Negeri","393","16","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Timur 06","20100654","SD","Negeri","589","22","Pademangan","Jakarta Utara","201912"
"SDN Pademangan Timur 07 Pt.","20100655","SD","Negeri","379","14","Pademangan","Jakarta Utara","201912"
"SD FATAHILLAH","20105029","SD","Swasta","400","19","Pademangan","Jakarta Utara","201912"
"SD NURUL ITTIHAD","20105079","SD","Swasta","194","11","Pademangan","Jakarta Utara","201912"
"SD NURUL YAQIN","20105080","SD","Swasta","115","6","Pademangan","Jakarta Utara","201912"
"SD SANTA CICILIA","20105095","SD","Swasta","641","22","Pademangan","Jakarta Utara","201912"
"SDS Dharma Khalsa","20105019","SD","Swasta","67","2","Pademangan","Jakarta Utara","201912"
"SDS FAJAR INDAH","20105028","SD","Swasta","464","15","Pademangan","Jakarta Utara","201912"
"SDS Gandhi","20105030","SD","Swasta","439","29","Pademangan","Jakarta Utara","201912"
"SDS K. Harapan Mulia","20105040","SD","Swasta","99","4","Pademangan","Jakarta Utara","201912"
"SDS Santo Lukas I","20105097","SD","Swasta","572","22","Pademangan","Jakarta Utara","201912"
"SDS Sejahtera","20105102","SD","Swasta","290","11","Pademangan","Jakarta Utara","201912"
"SDS Sinar Pengharapan Utama","20105104","SD","Swasta","115","13","Pademangan","Jakarta Utara","201912"
"SD KAPUK MUARA 01 PG","20101009","SD","Negeri","532","22","Penjaringan","Jakarta Utara","201912"
"SD NEGERI PEJAGALAN 01 PG","20104891","SD","Negeri","965","43","Penjaringan","Jakarta Utara","201912"
"SD NEGERI PENJARINGAN 01","20100652","SD","Negeri","684","25","Penjaringan","Jakarta Utara","201912"
"SD NEGERI PENJARINGAN 03","20100651","SD","Negeri","615","22","Penjaringan","Jakarta Utara","201912"
"SD NEGERI PENJARINGAN 09 PT","20104894","SD","Negeri","366","12","Penjaringan","Jakarta Utara","201912"
"SD NEGERI PENJARINGAN 10 PG","20100639","SD","Negeri","367","14","Penjaringan","Jakarta Utara","201912"
"SD NEGERI PLUIT 05 PG","20109175","SD","Negeri","648","23","Penjaringan","Jakarta Utara","201912"
"SDN Kamal Muara 01 Pg.","20104849","SD","Negeri","764","28","Penjaringan","Jakarta Utara","201912"
"SDN KAPUK MUARA 03","20104850","SD","Negeri","1287","55","Penjaringan","Jakarta Utara","201912"
"SDN Pejagalan 03 Pg.","20100659","SD","Negeri","544","21","Penjaringan","Jakarta Utara","201912"
"SDN Pejagalan 05 Pg.","20104892","SD","Negeri","483","21","Penjaringan","Jakarta Utara","201912"
"SDN Pejagalan 09 Pg.","20100664","SD","Negeri","539","24","Penjaringan","Jakarta Utara","201912"
"SDN Penjaringan 04","20100650","SD","Negeri","715","28","Penjaringan","Jakarta Utara","201912"
"SDN Penjaringan 06 Pg.","20100636","SD","Negeri","376","14","Penjaringan","Jakarta Utara","201912"
"SDN PENJARINGAN 07","20100637","SD","Negeri","672","26","Penjaringan","Jakarta Utara","201912"
"SDN PENJARINGAN 08 PAGI","20100638","SD","Negeri","375","14","Penjaringan","Jakarta Utara","201912"
"SDN Pluit 01 Pg.","20104895","SD","Negeri","372","15","Penjaringan","Jakarta Utara","201912"
"SDN Pluit 03 Pg.","20104896","SD","Negeri","616","23","Penjaringan","Jakarta Utara","201912"
"SD BUKIT MULIA","20105005","SD","Swasta","105","10","Penjaringan","Jakarta Utara","201912"
"SD CHANDRA KUSUMA","20105008","SD","Swasta","125","11","Penjaringan","Jakarta Utara","201912"
"SD DHARMA SUCI","20105021","SD","Swasta","307","15","Penjaringan","Jakarta Utara","201912"
"SD K DIAKONIA","20105022","SD","Swasta","112","11","Penjaringan","Jakarta Utara","201912"
"SD Nation First School","69830191","SD","Swasta","47","7","Penjaringan","Jakarta Utara","201912"
"SD SAINT NICHOLAS","20105092","SD","Swasta","365","23","Penjaringan","Jakarta Utara","201912"
"SD TALI KASIH MANDIRI","69972569","SD","Swasta","52","4","Penjaringan","Jakarta Utara","201912"
"SD TARAKANITA 4","20105116","SD","Swasta","482","17","Penjaringan","Jakarta Utara","201912"
"SD Westin","20109408","SD","Swasta","407","19","Penjaringan","Jakarta Utara","201912"
"SDS Budi Agung","20105004","SD","Swasta","609","30","Penjaringan","Jakarta Utara","201912"
"SDS Bunga Hati Bangsa","20105006","SD","Swasta","187","8","Penjaringan","Jakarta Utara","201912"
"SDS CAHAYA KUDUS","20105007","SD","Swasta","70","8","Penjaringan","Jakarta Utara","201912"
"SDS DARMA SATRIA PERSADA","20105020","SD","Swasta","302","16","Penjaringan","Jakarta Utara","201912"
"SDS Dian Harapan","20109402","SD","Swasta","170","8","Penjaringan","Jakarta Utara","201912"
"SDS Hati Suci","20109431","SD","Swasta","26","6","Penjaringan","Jakarta Utara","201912"
"SDS Kristen Genezaret","20105048","SD","Swasta","343","10","Penjaringan","Jakarta Utara","201912"
"SDS Kristen IPEKA Pluit","20109344","SD","Swasta","499","19","Penjaringan","Jakarta Utara","201912"
"SDS Kristen X BPK. Penabur","20105052","SD","Swasta","962","52","Penjaringan","Jakarta Utara","201912"
"SDS Kristen Yusuf","20105053","SD","Swasta","343","16","Penjaringan","Jakarta Utara","201912"
"SDS Methodist","20105062","SD","Swasta","525","22","Penjaringan","Jakarta Utara","201912"
"SDS PERMAI","20105085","SD","Swasta","779","39","Penjaringan","Jakarta Utara","201912"
"SDS Permata Indah","20105086","SD","Swasta","244","14","Penjaringan","Jakarta Utara","201912"
"SDS Pluit Raya","20105088","SD","Swasta","232","8","Penjaringan","Jakarta Utara","201912"
"SDS Pusaka Abadi","20105089","SD","Swasta","280","19","Penjaringan","Jakarta Utara","201912"
"SDS Stella Maris","20105107","SD","Swasta","197","7","Penjaringan","Jakarta Utara","201912"
"SDS Sukses Abadi","20177832","SD","Swasta","300","12","Penjaringan","Jakarta Utara","201912"
"SDS Tridarma Budhidaya","20105117","SD","Swasta","88","8","Penjaringan","Jakarta Utara","201912"
"SDS Wijaya Kusuma","20105132","SD","Swasta","110","8","Penjaringan","Jakarta Utara","201912"
"SD NEGERI KEBON BAWANG 01","20104852","SD","Negeri","567","26","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI KEBON BAWANG 07 PG","20104858","SD","Negeri","291","12","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI SUNTER AGUNG 03 PG","20104927","SD","Negeri","517","22","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI CEGER 01 PG","20104369","SD","Negeri","414","15","Cipayung","Jakarta Timur","201912"
"SD NEGERI CEGER 02 PG","20104385","SD","Negeri","477","21","Cipayung","Jakarta Timur","201912"
"SD NEGERI CILANGKAP 03 PG","20104394","SD","Negeri","384","18","Cipayung","Jakarta Timur","201912"
"SD NEGERI CILANGKAP 04 PAGI","20104393","SD","Negeri","384","16","Cipayung","Jakarta Timur","201912"
"SD NEGERI CIPAYUNG 01 PG","20104368","SD","Negeri","381","20","Cipayung","Jakarta Timur","201912"
"SD NEGERI CIPAYUNG 04 PG","20104346","SD","Negeri","440","22","Cipayung","Jakarta Timur","201912"
"SD NEGERI LUBANG BUAYA 11 PG","20104213","SD","Negeri","512","22","Cipayung","Jakarta Timur","201912"
"SD NEGERI LUBANG BUAYA 13 PAGI","20104192","SD","Negeri","512","20","Cipayung","Jakarta Timur","201912"
"SD NEGERI MUNJUL 02 PG","20109233","SD","Negeri","381","17","Cipayung","Jakarta Timur","201912"
"SD NEGERI PONDOK RANGGON 01 PG","20103397","SD","Negeri","396","14","Cipayung","Jakarta Timur","201912"
"SD NEGERI PONDOK RANGGON 02","20103382","SD","Negeri","616","22","Cipayung","Jakarta Timur","201912"
"SD NEGERI PONDOK RANGGON 03 PG","20103383","SD","Negeri","741","28","Cipayung","Jakarta Timur","201912"
"SD NEGERI SETU 02","20103464","SD","Negeri","611","25","Cipayung","Jakarta Timur","201912"
"SDN Bambu Apus 01 Pg.","20104314","SD","Negeri","347","15","Cipayung","Jakarta Timur","201912"
"SDN Cilangkap 01 Pg.","20104396","SD","Negeri","923","34","Cipayung","Jakarta Timur","201912"
"SDN Cipayung 02 Pg.","20104367","SD","Negeri","418","19","Cipayung","Jakarta Timur","201912"
"SDN Cipayung 03 Pg.","20104347","SD","Negeri","378","19","Cipayung","Jakarta Timur","201912"
"SDN Cipayung 05 Pg.","20104344","SD","Negeri","477","18","Cipayung","Jakarta Timur","201912"
"SDN Lubang Buaya 01 Pg.","20104244","SD","Negeri","423","17","Cipayung","Jakarta Timur","201912"
"SDN Lubang Buaya 03 Pg.","20104242","SD","Negeri","624","24","Cipayung","Jakarta Timur","201912"
"SDN Lubang Buaya 04 Pg.","20104241","SD","Negeri","698","28","Cipayung","Jakarta Timur","201912"
"SDN Lubang Buaya 05 Pg.","20104240","SD","Negeri","350","14","Cipayung","Jakarta Timur","201912"
"SDN Lubang Buaya 06 Pg.","20104239","SD","Negeri","800","30","Cipayung","Jakarta Timur","201912"
"SDN Lubang Buaya 08 Pg.","20104237","SD","Negeri","330","12","Cipayung","Jakarta Timur","201912"
"SDN LUBANG BUAYA 09","20104236","SD","Negeri","440","20","Cipayung","Jakarta Timur","201912"
"SDN Lubang Buaya 12 Pg.","20104193","SD","Negeri","382","12","Cipayung","Jakarta Timur","201912"
"SDN Munjul 01 Pg.","20104178","SD","Negeri","353","16","Cipayung","Jakarta Timur","201912"
"SDN PONDOK RANGGON 04 PAGI","20103384","SD","Negeri","782","30","Cipayung","Jakarta Timur","201912"
"SDN Setu 01 Pg","20103465","SD","Negeri","609","25","Cipayung","Jakarta Timur","201912"
"SD BUDI MURNI I","20109190","SD","Swasta","115","9","Cipayung","Jakarta Timur","201912"
"SD Islam An Najah","20109914","SD","Swasta","187","8","Cipayung","Jakarta Timur","201912"
"SD ISLAM ASSYAFIIYAH 03","20108963","SD","Swasta","461","15","Cipayung","Jakarta Timur","201912"
"SD ISLAM HIDAYATUL ISLAMIYAH","20108964","SD","Swasta","452","20","Cipayung","Jakarta Timur","201912"
"SD ISLAM NURUL HUDA","20108862","SD","Swasta","159","7","Cipayung","Jakarta Timur","201912"
"SD IT HIDAYATULLAH","20109543","SD","Swasta","381","19","Cipayung","Jakarta Timur","201912"
"SD Katolik Nusa Melati","20109197","SD","Swasta","188","6","Cipayung","Jakarta Timur","201912"
"SD NIZAMIA ANDALUSIA","69759144","SD","Swasta","620","55","Cipayung","Jakarta Timur","201912"
"SD PUTIK INDONESIA","NP718159","SD","Swasta","80","11","Cipayung","Jakarta Timur","201912"
"SD Rabbaniyyun Islamic School","69968761","SD","Swasta","185","9","Cipayung","Jakarta Timur","201912"
"SD SANTA ANNA","20103901","SD","Swasta","406","18","Cipayung","Jakarta Timur","201912"
"SD SANTO MARKUS II","20109015","SD","Swasta","622","24","Cipayung","Jakarta Timur","201912"
"SD TARUNA HARAPAN BANGSA","20109191","SD","Swasta","126","4","Cipayung","Jakarta Timur","201912"
"SDIT BUAHATI ISLAMIC SCHOOL 2","NP166096","SD","Swasta","430","39","Cipayung","Jakarta Timur","201912"
"SDS Al-Falah","20103816","SD","Swasta","75","10","Cipayung","Jakarta Timur","201912"
"SDS GLOBAL KIDS SCHOOL","69907687","SD","Swasta","31","6","Cipayung","Jakarta Timur","201912"
"SDS ISLAM IBNU HAJAR","69769373","SD","Swasta","366","33","Cipayung","Jakarta Timur","201912"
"SD Negeri Jati 01 Pg.","20104156","SD","Negeri","213","10","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI JATI 05 PAGI","20104174","SD","Negeri","355","15","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI Jati 07 Pg.","20104172","SD","Negeri","425","16","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI JATINEGARA KAUM 07 PAGI","20104112","SD","Negeri","446","16","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI JATINEGARA KAUM 11 PAGI","20104108","SD","Negeri","342","14","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI PULOGADUNG 03 PAGI","20103394","SD","Negeri","587","25","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI RAWAMANGUN 07 PAGI","69862980","SD","Negeri","281","13","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI RAWAMANGUN 09","20103348","SD","Negeri","613","29","Pulo Gadung","Jakarta Timur","201912"
"SDN CIPINANG 01 PAGI","20108545","SD","Negeri","377","13","Pulo Gadung","Jakarta Timur","201912"
"SDN Cipinang 03 Pg.","20104337","SD","Negeri","444","17","Pulo Gadung","Jakarta Timur","201912"
"SDN Cipinang 05 Pg.","20104335","SD","Negeri","384","14","Pulo Gadung","Jakarta Timur","201912"
"SDN Jati 03 Pg.","20104157","SD","Negeri","611","26","Pulo Gadung","Jakarta Timur","201912"
"SDN JATI 06","20104173","SD","Negeri","488","18","Pulo Gadung","Jakarta Timur","201912"
"SDN Jatinegara Kaum 01 Pg.","20104138","SD","Negeri","385","17","Pulo Gadung","Jakarta Timur","201912"
"SDN Jatinegara Kaum 03 Pg.","20104116","SD","Negeri","409","16","Pulo Gadung","Jakarta Timur","201912"
"SDN JATINEGARA KAUM 05","20104114","SD","Negeri","380","13","Pulo Gadung","Jakarta Timur","201912"
"SDN Jatinegara Kaum 06 Pg.","20104113","SD","Negeri","410","17","Pulo Gadung","Jakarta Timur","201912"
"SDN Jatinegara Kaum 14 Pg.","20104106","SD","Negeri","214","10","Pulo Gadung","Jakarta Timur","201912"
"SDN Jatinegara Kaum 15 Pg.","20104105","SD","Negeri","355","15","Pulo Gadung","Jakarta Timur","201912"
"SDN Kayu Putih 01 Pg.","20109170","SD","Negeri","456","17","Pulo Gadung","Jakarta Timur","201912"
"SDN Kayu Putih 03","20104104","SD","Negeri","555","22","Pulo Gadung","Jakarta Timur","201912"
"SDN Kayu Putih 08 Pg.","20104118","SD","Negeri","351","14","Pulo Gadung","Jakarta Timur","201912"
"SDN Kayu Putih 09 Pg.","20104119","SD","Negeri","368","16","Pulo Gadung","Jakarta Timur","201912"
"SDN Pisangan Timur 01 Pg.","20103794","SD","Negeri","659","27","Pulo Gadung","Jakarta Timur","201912"
"SDN PISANGAN TIMUR 05 PAGI","20103380","SD","Negeri","394","15","Pulo Gadung","Jakarta Timur","201912"
"SDN Pisangan Timur 10 Pg.","20103377","SD","Negeri","213","9","Pulo Gadung","Jakarta Timur","201912"
"SDN PISANGAN TIMUR 11","20103376","SD","Negeri","357","17","Pulo Gadung","Jakarta Timur","201912"
"SDN Pisangan Timur 13 Pg.","20103374","SD","Negeri","531","23","Pulo Gadung","Jakarta Timur","201912"
"SDN Pisangan Timur 18","20103371","SD","Negeri","357","15","Pulo Gadung","Jakarta Timur","201912"
"SDN Pisangan Timur 20 Pg.","20103369","SD","Negeri","426","17","Pulo Gadung","Jakarta Timur","201912"
"SDN Pulogadung 01 Pg.","20103396","SD","Negeri","543","22","Pulo Gadung","Jakarta Timur","201912"
"SDN PULOGADUNG 05","20103392","SD","Negeri","369","19","Pulo Gadung","Jakarta Timur","201912"
"SDN Pulogadung 07","20103391","SD","Negeri","476","20","Pulo Gadung","Jakarta Timur","201912"
"SDN Pulogadung 09 Pg.","20103389","SD","Negeri","392","18","Pulo Gadung","Jakarta Timur","201912"
"SDN RAWAMANGUN 01","20103356","SD","Negeri","857","33","Pulo Gadung","Jakarta Timur","201912"
"SDN RAWAMANGUN 02","20103354","SD","Negeri","513","19","Pulo Gadung","Jakarta Timur","201912"
"SDN RAWAMANGUN 05","20103351","SD","Negeri","536","20","Pulo Gadung","Jakarta Timur","201912"
"SDN Rawamangun 12 PAGI","20109221","SD","Negeri","822","32","Pulo Gadung","Jakarta Timur","201912"
"SD CEMERLANG","20109157","SD","Swasta","98","5","Pulo Gadung","Jakarta Timur","201912"
"SD DON BOSCO II","20108850","SD","Swasta","418","33","Pulo Gadung","Jakarta Timur","201912"
"SD MEKAR SARI","20108991","SD","Swasta","154","9","Pulo Gadung","Jakarta Timur","201912"
"SD NABAWI ISLAMIC SCHOOL","69971158","SD","Swasta","312","27","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR UTARA 11 PG","20108462","SD","Negeri","370","16","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG CEMPEDAK 02 PAGI","20108521","SD","Negeri","310","13","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG CEMPEDAK 04","20108523","SD","Negeri","373","15","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG CEMPEDAK 05 PG","20108524","SD","Negeri","239","10","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG CEMPEDAK 06 PG","20108525","SD","Negeri","207","9","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG CEMPEDAK 07","20108526","SD","Negeri","304","14","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG CEMPEDAK 09 PAGI","20108528","SD","Negeri","242","10","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG MUARA 04","20108532","SD","Negeri","424","14","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG MUARA 07","20108535","SD","Negeri","402","16","Jatinegara","Jakarta Timur","201912"
"SD Negeri Cipinang Muara 14 Pagi","20108540","SD","Negeri","302","11","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG MUARA 15 PAGI","20108541","SD","Negeri","314","12","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG MUARA 16 PAGI","20108547","SD","Negeri","302","12","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG MUARA 17 PAGI","20108548","SD","Negeri","321","11","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG MUARA 19 PG","20108550","SD","Negeri","213","12","Jatinegara","Jakarta Timur","201912"
"SD Negeri Cipinang Muara 20 Pg.","20108551","SD","Negeri","197","10","Jatinegara","Jakarta Timur","201912"
"SD NEGERI KAMPUNG MELAYU 01 PAGI","20108574","SD","Negeri","436","19","Jatinegara","Jakarta Timur","201912"
"SDN Balimester 03 Petang","20108668","SD","Negeri","319","16","Jatinegara","Jakarta Timur","201912"
"SDN CIPINANG BESAR SELATAN 03 PAGI","20109214","SD","Negeri","373","15","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Selatan 07 Pagi.","20108390","SD","Negeri","225","11","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Selatan 08 Pg.","20108440","SD","Negeri","319","11","Jatinegara","Jakarta Timur","201912"
"SDN CIPINANG BESAR SELATAN 12 PG","20109021","SD","Negeri","170","8","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Selatan 13 Pg.","20108442","SD","Negeri","381","13","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Selatan 19 Pg.","20108449","SD","Negeri","266","12","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Utara 01 Pg.","20108451","SD","Negeri","248","12","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Utara 02 Pt.","20108452","SD","Negeri","223","10","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Utara 03 Pg.","20108453","SD","Negeri","232","10","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Utara 04 Pt.","20108454","SD","Negeri","194","9","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Besar Utara 06 Petang","20108457","SD","Negeri","274","12","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Cempedak 01 Pagi","20108463","SD","Negeri","314","12","Jatinegara","Jakarta Timur","201912"
"SDN CIPINANG MUARA 01","20108529","SD","Negeri","376","17","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Muara 02 Pg.","20108530","SD","Negeri","322","13","Jatinegara","Jakarta Timur","201912"
"SDN CIPINANG MUARA 05 PAGI","20108533","SD","Negeri","382","15","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Muara 06 Pg.","20108534","SD","Negeri","340","14","Jatinegara","Jakarta Timur","201912"
"SDN CIPINANG MUARA 12","20108538","SD","Negeri","406","17","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Muara 18 Pagi","20108690","SD","Negeri","241","10","Jatinegara","Jakarta Timur","201912"
"SDN Cipinang Muara 21 Pg.","20108552","SD","Negeri","194","10","Jatinegara","Jakarta Timur","201912"
"SDN Kampung Melayu 02 Pt.","20108715","SD","Negeri","409","16","Jatinegara","Jakarta Timur","201912"
"SDN Rawa Bunga 01 Pg.","20108657","SD","Negeri","325","16","Jatinegara","Jakarta Timur","201912"
"SDN RAWA BUNGA 11 PAGI","20108659","SD","Negeri","525","23","Jatinegara","Jakarta Timur","201912"
"SDN Rawa Bunga 12","20108660","SD","Negeri","519","21","Jatinegara","Jakarta Timur","201912"
"SD BAITUL KHAIR","20109421","SD","Swasta","96","6","Jatinegara","Jakarta Timur","201912"
"SD BPS K PEMBANGUNAN III","20108465","SD","Swasta","93","7","Jatinegara","Jakarta Timur","201912"
"SD PERTIWI ABHILASA","69916458","SD","Swasta","49","6","Pulo Gadung","Jakarta Timur","201912"
"SD SANTO FRANSISKUS III","20109032","SD","Swasta","413","29","Pulo Gadung","Jakarta Timur","201912"
"SD TARAKANITA 5","20109107","SD","Swasta","968","39","Pulo Gadung","Jakarta Timur","201912"
"SDIT AL AMANAH","69966308","SD","Swasta","43","7","Pulo Gadung","Jakarta Timur","201912"
"SDIT INSAN MULIA","20109404","SD","Swasta","92","7","Pulo Gadung","Jakarta Timur","201912"
"SDIT IZZATUS SUNNAH","NP418775","SD","Swasta","126","10","Pulo Gadung","Jakarta Timur","201912"
"SDS Advent VII","20109227","SD","Swasta","135","7","Pulo Gadung","Jakarta Timur","201912"
"SDS Al Azhar 13 Rawamangun","20109092","SD","Swasta","951","67","Pulo Gadung","Jakarta Timur","201912"
"SDS BPSK I Pembangunan","20109152","SD","Swasta","137","8","Pulo Gadung","Jakarta Timur","201912"
"SDS Islam An Nur","20108983","SD","Swasta","212","7","Pulo Gadung","Jakarta Timur","201912"
"SDS Islam Assaadah","20109215","SD","Swasta","96","6","Pulo Gadung","Jakarta Timur","201912"
"SDS Islam At Taubah","20109016","SD","Swasta","855","40","Pulo Gadung","Jakarta Timur","201912"
"SDS Islam At-Taqwa","20109114","SD","Swasta","445","31","Pulo Gadung","Jakarta Timur","201912"
"SDS Islam Tugasku","20109341","SD","Swasta","454","31","Pulo Gadung","Jakarta Timur","201912"
"SDS Kemala Bhayangkari 5","20109132","SD","Swasta","323","13","Pulo Gadung","Jakarta Timur","201912"
"SDS KRIDA PUTRA","20103882","SD","Swasta","135","9","Pulo Gadung","Jakarta Timur","201912"
"SDS MUHAMMADIYAH 24","20109150","SD","Swasta","709","40","Pulo Gadung","Jakarta Timur","201912"
"SDS Muhammadiyah 41","20108985","SD","Swasta","298","17","Pulo Gadung","Jakarta Timur","201912"
"SDS Mustika","20108986","SD","Swasta","190","9","Pulo Gadung","Jakarta Timur","201912"
"SDS Pembangunan Al Hikmah","20103872","SD","Swasta","210","10","Pulo Gadung","Jakarta Timur","201912"
"SDS PERMATA HARAPAN","20109375","SD","Swasta","7","2","Pulo Gadung","Jakarta Timur","201912"
"SDS Setia Bakti","20103903","SD","Swasta","53","7","Pulo Gadung","Jakarta Timur","201912"
"SDS Trisula Perwari 3","20109097","SD","Swasta","49","8","Pulo Gadung","Jakarta Timur","201912"
"SDS Yayasan Pendidikan GKPI","20109131","SD","Swasta","40","2","Pulo Gadung","Jakarta Timur","201912"
"SD NEGERI BALIMESTER 01 PG","20108665","SD","Negeri","420","19","Jatinegara","Jakarta Timur","201912"
"SD NEGERI BALIMESTER 06 PG","20108976","SD","Negeri","560","19","Jatinegara","Jakarta Timur","201912"
"SD NEGERI BIDARACINA 01 PG","20109019","SD","Negeri","285","13","Jatinegara","Jakarta Timur","201912"
"SD NEGERI BIDARACINA 03 PG","20108387","SD","Negeri","314","13","Jatinegara","Jakarta Timur","201912"
"SD NEGERI BIDARACINA 05 PG","20108389","SD","Negeri","398","13","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 01 PAGI","20108393","SD","Negeri","238","9","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 02 PG","20108400","SD","Negeri","182","8","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 04","20108401","SD","Negeri","348","15","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 05 PG","20108402","SD","Negeri","209","8","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 15 PG","20108445","SD","Negeri","299","14","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 16","20108446","SD","Negeri","320","13","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 17 PG","20108447","SD","Negeri","229","13","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 18 PG","20108448","SD","Negeri","208","11","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR SELATAN 20","20108450","SD","Negeri","340","16","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR UTARA 05 PG","20108455","SD","Negeri","317","10","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR UTARA 07 PETANG","20108458","SD","Negeri","270","10","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR UTARA 08 PG","20108459","SD","Negeri","376","17","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR UTARA 09 PG (SEKOLAH STAN","20108460","SD","Negeri","372","14","Jatinegara","Jakarta Timur","201912"
"SD NEGERI CIPINANG BESAR UTARA 10 PAGI","20108461","SD","Negeri","368","16","Jatinegara","Jakarta Timur","201912"
"SD NEGERI SUNTER AGUNG 09 PG","20104932","SD","Negeri","449","19","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI SUNTER JAYA 02 PT","20104938","SD","Negeri","301","11","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI SUNTER JAYA 03 PG","20100579","SD","Negeri","328","11","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI SUNTER JAYA 05 PG","20104940","SD","Negeri","350","13","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI SUNTER JAYA 06 PT","20104941","SD","Negeri","273","13","Tanjung Priok","Jakarta Utara","201912"
