"nama_sekolah","npsn","bp","status","pd","guru","kecamatan","wilayah","periode_data"
"SD NEGERI KEMBANGAN UTARA 01 PG","20105370","SD","Negeri","509","22","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 04 PG","20105373","SD","Negeri","627","26","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 05 PG","20109301","SD","Negeri","383","15","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 06 PAGI","20101406","SD","Negeri","394","16","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 07 PT","20105376","SD","Negeri","335","15","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 08 PT","20105377","SD","Negeri","332","14","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 09 PG","20105378","SD","Negeri","357","13","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 10 PG","20105379","SD","Negeri","349","14","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 11 PETANG","20101402","SD","Negeri","382","14","Kembangan","Jakarta Barat","201912"
"SD NEGERI KEMBANGAN UTARA 12 PT","20105381","SD","Negeri","354","14","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA SELATAN 01 PAGI","20105403","SD","Negeri","636","25","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA SELATAN 03","20105405","SD","Negeri","538","24","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA SELATAN 04","20105406","SD","Negeri","670","27","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA SELATAN 06 PG","20105408","SD","Negeri","388","19","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 02 PAGI","20105411","SD","Negeri","590","21","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 03 PG","20105412","SD","Negeri","282","13","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 04 PT","20101374","SD","Negeri","282","13","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 05 PAGI","20101373","SD","Negeri","598","28","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 07 PG","20105416","SD","Negeri","217","9","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 08 PG","20105417","SD","Negeri","257","11","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 09 PG","20105418","SD","Negeri","251","11","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 10 PG","20105419","SD","Negeri","276","11","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 11 PETANG","20101449","SD","Negeri","236","9","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 12 PAGI","20105421","SD","Negeri","347","14","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 13 PAGI","20101447","SD","Negeri","315","13","Kembangan","Jakarta Barat","201912"
"SD NEGERI MERUYA UTARA 15 PT","20101446","SD","Negeri","307","12","Kembangan","Jakarta Barat","201912"
"SD NEGERI SRENGSENG 01","20105506","SD","Negeri","574","24","Kembangan","Jakarta Barat","201912"
"SD NEGERI SRENGSENG 03 PAGI","20105508","SD","Negeri","311","13","Kembangan","Jakarta Barat","201912"
"SD NEGERI SRENGSENG 04","20105509","SD","Negeri","391","16","Kembangan","Jakarta Barat","201912"
"SD NEGERI SRENGSENG 05 PG","20105510","SD","Negeri","320","13","Kembangan","Jakarta Barat","201912"
"SD NEGERI SRENGSENG 06 PAGI","20105511","SD","Negeri","323","13","Kembangan","Jakarta Barat","201912"
"SD NEGERI SRENGSENG 08 PETANG","20105513","SD","Negeri","282","10","Kembangan","Jakarta Barat","201912"
"SD Bina Insan Mandiri","20105630","SD","Swasta","361","20","Kembangan","Jakarta Barat","201912"
"SD CITRA AZ ZAHRA","20109203","SD","Swasta","610","25","Kembangan","Jakarta Barat","201912"
"SD ISLAM AL IHSAN","20105605","SD","Swasta","266","16","Kembangan","Jakarta Barat","201912"
"SD JAKARTA ISLAMIC SCHOOL","20110342","SD","Swasta","458","23","Kembangan","Jakarta Barat","201912"
"SD MAKARIOS","20105721","SD","Swasta","238","18","Kembangan","Jakarta Barat","201912"
"SD NOTRE DAME","20105733","SD","Swasta","543","30","Kembangan","Jakarta Barat","201912"
"SDI AS SALAM JOGLO","69880787","SD","Swasta","333","19","Kembangan","Jakarta Barat","201912"
"SDIT ABATA","20105138","SD","Swasta","429","41","Kembangan","Jakarta Barat","201912"
"SDS Abdi Siswa","20109317","SD","Swasta","376","13","Kembangan","Jakarta Barat","201912"
"SDS Al Azhar 8","20105600","SD","Swasta","829","48","Kembangan","Jakarta Barat","201912"
"SDS Bukit Sion","20105641","SD","Swasta","599","38","Kembangan","Jakarta Barat","201912"
"SDS GLOBAL SEVILLA PURI INDAH","20108937","SD","Swasta","123","5","Kembangan","Jakarta Barat","201912"
"SDS Ipeka Puri","20105684","SD","Swasta","612","31","Kembangan","Jakarta Barat","201912"
"SDS Kasih Bunda","20110263","SD","Swasta","112","8","Kembangan","Jakarta Barat","201912"
"SDS LAZUARDI CORDOVA GIS","20109512","SD","Swasta","182","27","Kembangan","Jakarta Barat","201912"
"SDS Miftahul Falah","20105725","SD","Swasta","232","12","Kembangan","Jakarta Barat","201912"
"SDS Patmos","20101743","SD","Swasta","66","13","Kembangan","Jakarta Barat","201912"
"SDS PERMATA HARAPAN","20112514","SD","Swasta","205","9","Kembangan","Jakarta Barat","201912"
"SDS Permata Harapan Bangsa","69981793","SD","Swasta","0","0","Kembangan","Jakarta Barat","201912"
"SDS Petra","20109068","SD","Swasta","149","12","Kembangan","Jakarta Barat","201912"
"SDS Saint John s School","20108328","SD","Swasta","375","28","Kembangan","Jakarta Barat","201912"
"SDS Samaria Kudus","20105753","SD","Swasta","271","23","Kembangan","Jakarta Barat","201912"
"SDS WOODLANDS MONTESSORI","69921294","SD","Swasta","47","12","Kembangan","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 01 PG","20105186","SD","Negeri","417","17","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 03","20105187","SD","Negeri","332","14","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 05 PG","20105188","SD","Negeri","491","20","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 07 PG","20105189","SD","Negeri","720","29","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 11 PG","20102119","SD","Negeri","441","18","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 13","20105192","SD","Negeri","640","28","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 16 PG","20102085","SD","Negeri","307","12","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI DURI KEPA 17 PG","20105194","SD","Negeri","373","12","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 01","20105308","SD","Negeri","454","16","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 02 PG","20105309","SD","Negeri","277","11","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 04 PG","20101996","SD","Negeri","568","23","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 06 PG","20101994","SD","Negeri","488","21","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 08 PAGI","20105314","SD","Negeri","423","19","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 10","20102006","SD","Negeri","495","21","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 11 PAGI","20105316","SD","Negeri","442","20","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 15 PG","20102017","SD","Negeri","450","21","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEBON JERUK 17 PAGI","20105321","SD","Negeri","436","18","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEDOYA SELATAN 01 PAGI.","20105338","SD","Negeri","682","32","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEDOYA SELATAN 04 PG","20105340","SD","Negeri","371","17","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEDOYA UTARA 01","20101965","SD","Negeri","548","23","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEDOYA UTARA 03","20105344","SD","Negeri","601","25","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEDOYA UTARA 04","20105346","SD","Negeri","501","20","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KEDOYA UTARA 09","20105348","SD","Negeri","756","30","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KELAPA DUA 01 PG","20105349","SD","Negeri","561","22","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KELAPA DUA 03 PG","20101984","SD","Negeri","435","20","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KELAPA DUA 05 PG","20101982","SD","Negeri","246","10","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI KELAPA DUA 06 PG","20101981","SD","Negeri","230","10","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI SELATAN 01 PAGI.","20105514","SD","Negeri","267","13","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI SELATAN 03 PG","20105515","SD","Negeri","384","19","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI SELATAN 05 PG","20105516","SD","Negeri","273","11","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI SELATAN 06 PAGI.","20105517","SD","Negeri","312","13","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI SELATAN 07 PAGI","20105518","SD","Negeri","418","20","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI UTARA 01 PG","20105519","SD","Negeri","426","19","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI UTARA 03 PAGI","20101188","SD","Negeri","497","23","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI UTARA 04 PAGI","20101199","SD","Negeri","240","8","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI UTARA 05","20105521","SD","Negeri","363","14","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI UTARA 07 PAGI","20105522","SD","Negeri","322","14","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI UTARA 08 PAGI","20105523","SD","Negeri","184","9","Kebon Jeruk","Jakarta Barat","201912"
"SD NEGERI SUKABUMI UTARA 09 PG","20105524","SD","Negeri","211","8","Kebon Jeruk","Jakarta Barat","201912"
"SD AL FALAH I PG","20105601","SD","Swasta","550","29","Kebon Jeruk","Jakarta Barat","201912"
"SD AL KAMAL","20105599","SD","Swasta","278","20","Kebon Jeruk","Jakarta Barat","201912"
"SD ISLAM AL FALAH 3","20106241","SD","Swasta","230","10","Kebon Jeruk","Jakarta Barat","201912"
"SD ISLAM AL HASANAH","20105603","SD","Swasta","166","9","Kebon Jeruk","Jakarta Barat","201912"
"SDS Pelita","20105737","SD","Swasta","444","13","Tambora","Jakarta Barat","201912"
"SDS Sari Putra","20105762","SD","Swasta","175","7","Tambora","Jakarta Barat","201912"
"SDS Sinar Dharma","20105766","SD","Swasta","346","19","Tambora","Jakarta Barat","201912"
"SDS Syalom","20105774","SD","Swasta","53","6","Tambora","Jakarta Barat","201912"
"SDS Teladan YKPI Pt","20105784","SD","Swasta","171","9","Tambora","Jakarta Barat","201912"
"SDS Tunas Pembangunan","20105795","SD","Swasta","77","7","Tambora","Jakarta Barat","201912"
"SDS Widuri Indah I","20105799","SD","Swasta","303","13","Tambora","Jakarta Barat","201912"
"SDS Widuri Indah II","20105800","SD","Swasta","391","17","Tambora","Jakarta Barat","201912"
"SD N PALMERAH 01 PAGI","20105424","SD","Negeri","208","9","Palmerah","Jakarta Barat","201912"
"SD NEGERI JATI PULO 01 PAGI","20105216","SD","Negeri","393","13","Palmerah","Jakarta Barat","201912"
"SD NEGERI JATI PULO 03 PAGI","20101947","SD","Negeri","317","12","Tambora","Jakarta Barat","201912"
"SD NEGERI JATI PULO 04 PETANG","20101946","SD","Negeri","184","7","Palmerah","Jakarta Barat","201912"
"SD NEGERI JATI PULO 05 PAGI","20105219","SD","Negeri","247","12","Palmerah","Jakarta Barat","201912"
"SD NEGERI JATI PULO 06 PAGI","20105220","SD","Negeri","274","10","Palmerah","Jakarta Barat","201912"
"SD NEGERI JATI PULO 07","20101943","SD","Negeri","494","13","Palmerah","Jakarta Barat","201912"
"SD NEGERI JATI PULO 08 PAGI","20101942","SD","Negeri","359","15","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 01 PAGI","20101980","SD","Negeri","322","13","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 03 PAGI","20105353","SD","Negeri","344","14","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 05 PAGI","20105354","SD","Negeri","313","12","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 06 PAGI","20101410","SD","Negeri","306","13","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 08 PAGI","20101395","SD","Negeri","204","11","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 10 PAGI","20101394","SD","Negeri","318","13","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 12","20101393","SD","Negeri","215","14","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 17 PAGI","20105363","SD","Negeri","423","17","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEMANGGISAN 18 PETANG","20101389","SD","Negeri","32","3","Palmerah","Jakarta Barat","201912"
"SD NEGERI KOTA BAMBU 01 PAGI","20105382","SD","Negeri","368","15","Palmerah","Jakarta Barat","201912"
"SD NEGERI KOTA BAMBU 02 PETANG","20105383","SD","Negeri","340","15","Palmerah","Jakarta Barat","201912"
"SD NEGERI KOTA BAMBU 03 PAGI","20105384","SD","Negeri","704","24","Palmerah","Jakarta Barat","201912"
"SD NEGERI KOTA BAMBU 04","20105385","SD","Negeri","354","14","Palmerah","Jakarta Barat","201912"
"SD NEGERI KOTA BAMBU 07 PAGI","20105388","SD","Negeri","240","9","Palmerah","Jakarta Barat","201912"
"SD Negeri Palmerah 03 Pg.","20105425","SD","Negeri","177","10","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 05 PAGI","20105427","SD","Negeri","117","7","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 07 PAGI","20105428","SD","Negeri","281","11","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 09 PAGI","20109268","SD","Negeri","391","15","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 13 PAGI","20101452","SD","Negeri","421","20","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 15 PAGI","20105434","SD","Negeri","368","14","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 17 PAGI","20105435","SD","Negeri","343","14","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 19 PAGI","20105436","SD","Negeri","294","14","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 20 PAGI","20101463","SD","Negeri","237","11","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 21 PAGI","20101462","SD","Negeri","256","11","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 22 PAGI","20101461","SD","Negeri","303","13","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 23 PAGI","20101460","SD","Negeri","362","17","Palmerah","Jakarta Barat","201912"
"SD NEGERI PALMERAH 25 PAGI","20105442","SD","Negeri","364","14","Palmerah","Jakarta Barat","201912"
"SD NEGERI SLIPI 01","20105495","SD","Negeri","622","27","Palmerah","Jakarta Barat","201912"
"SD NEGERI SLIPI 07 PAGI","20105499","SD","Negeri","638","26","Palmerah","Jakarta Barat","201912"
"SD NEGERI SLIPI 11 PAGI","20105501","SD","Negeri","360","17","Palmerah","Jakarta Barat","201912"
"SD NEGERI SLIPI 15 PAGI","20101428","SD","Negeri","232","11","Palmerah","Jakarta Barat","201912"
"SD NEGERI SLIPI 18 PAGI","20105505","SD","Negeri","173","8","Palmerah","Jakarta Barat","201912"
"SDN KEMANGGISAN 14","20105361","SD","Negeri","353","18","Palmerah","Jakarta Barat","201912"
"SD BARUNAWATI II","20105623","SD","Swasta","299","14","Palmerah","Jakarta Barat","201912"
"SD BHAKTI YKKP","20105626","SD","Swasta","698","42","Palmerah","Jakarta Barat","201912"
"SD ISLAM NURUL HUDA","20105734","SD","Swasta","89","7","Palmerah","Jakarta Barat","201912"
"SD TRINITY 1","20109218","SD","Swasta","48","7","Palmerah","Jakarta Barat","201912"
"SD UKHUWWATUL ISLAMIYAH","20105796","SD","Swasta","141","7","Palmerah","Jakarta Barat","201912"
"SDS Harapan","20105664","SD","Swasta","115","7","Palmerah","Jakarta Barat","201912"
"SDS JUARA","NP579416","SD","Swasta","145","10","Palmerah","Jakarta Barat","201912"
"SDS Kartini","20105699","SD","Swasta","170","9","Palmerah","Jakarta Barat","201912"
"SDS LEMUEL I","20105718","SD","Swasta","95","10","Palmerah","Jakarta Barat","201912"
"SDS MUHAMMADIYAH 48","20105730","SD","Swasta","81","9","Palmerah","Jakarta Barat","201912"
"SDS Regina Pacis","20105749","SD","Swasta","509","29","Palmerah","Jakarta Barat","201912"
"SDS Tunas Muda IKKT","20105794","SD","Swasta","350","17","Palmerah","Jakarta Barat","201912"
"SD NEGERI KEAGUNGAN 01 PG","20102004","SD","Negeri","182","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI KEAGUNGAN 02 PT","20102003","SD","Negeri","197","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI KEAGUNGAN 03 PG","20102002","SD","Negeri","213","9","Taman Sari","Jakarta Barat","201912"
"SD NEGERI KEAGUNGAN 04 PT","20102001","SD","Negeri","194","7","Taman Sari","Jakarta Barat","201912"
"SD NEGERI KEAGUNGAN 05 PG","20105306","SD","Negeri","198","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI KEAGUNGAN 06 PT","20105307","SD","Negeri","186","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI KRUKUT 01 PG","20101362","SD","Negeri","225","10","Taman Sari","Jakarta Barat","201912"
"SD NEGERI KRUKUT 03 PG","20101361","SD","Negeri","181","9","Taman Sari","Jakarta Barat","201912"
"SD NEGERI MANGGA BESAR 01 PG","20105393","SD","Negeri","165","7","Taman Sari","Jakarta Barat","201912"
"SD NEGERI MANGGA BESAR 03 PG","20101359","SD","Negeri","170","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI MANGGA BESAR 07 PG","20101370","SD","Negeri","195","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI MANGGA BESAR 11 PG","20105399","SD","Negeri","281","12","Taman Sari","Jakarta Barat","201912"
"SD NEGERI MANGGA BESAR 15 PG","20105400","SD","Negeri","380","17","Taman Sari","Jakarta Barat","201912"
"SD NEGERI MAPHAR 01 PG","20105401","SD","Negeri","294","18","Taman Sari","Jakarta Barat","201912"
"SD Negeri Pinangsia 01 Pg.","20101419","SD","Negeri","572","20","Taman Sari","Jakarta Barat","201912"
"SD NEGERI PINANGSIA 03","20101417","SD","Negeri","318","14","Taman Sari","Jakarta Barat","201912"
"SD NEGERI PINANGSIA 06 PG","20101415","SD","Negeri","214","9","Taman Sari","Jakarta Barat","201912"
"SD NEGERI TAMANSARI 01 PG","20105525","SD","Negeri","182","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI TAMANSARI 03 PG","20105526","SD","Negeri","187","8","Taman Sari","Jakarta Barat","201912"
"SD NEGERI TAMANSARI 05","20105527","SD","Negeri","160","9","Taman Sari","Jakarta Barat","201912"
"SD NEGERI TAMANSARI 07 PG","20105529","SD","Negeri","231","13","Taman Sari","Jakarta Barat","201912"
"SD NEGERI TAMANSARI 08 PG","20105530","SD","Negeri","262","12","Taman Sari","Jakarta Barat","201912"
"SD NEGERI TAMANSARI 09 PG","20105531","SD","Negeri","173","8","Taman Sari","Jakarta Barat","201912"
"SDN Mangga Besar 05 Pg.","20105396","SD","Negeri","166","7","Taman Sari","Jakarta Barat","201912"
"SD AL MUTTAQIEN","20105609","SD","Swasta","209","6","Taman Sari","Jakarta Barat","201912"
"SD CAHAYA BUNDA","20105643","SD","Swasta","69","6","Taman Sari","Jakarta Barat","201912"
"SD KEMURNIAN","20105705","SD","Swasta","174","9","Taman Sari","Jakarta Barat","201912"
"SD KRISTEN EMANUIL","20109576","SD","Swasta","91","5","Taman Sari","Jakarta Barat","201912"
"SD ISLAM AL KINDY","69753973","SD","Swasta","142","12","Kebon Jeruk","Jakarta Barat","201912"
"SD IT AL KAWAAKIB","NP258798","SD","Swasta","166","10","Kebon Jeruk","Jakarta Barat","201912"
"SD KEMURNIAN II","20105706","SD","Swasta","491","25","Kebon Jeruk","Jakarta Barat","201912"
"SD KRISTEN 11 PENABUR","20105714","SD","Swasta","865","45","Kebon Jeruk","Jakarta Barat","201912"
"SD KRISTEN IPEKA TOMANG","20105711","SD","Swasta","664","32","Kebon Jeruk","Jakarta Barat","201912"
"SD KRISTEN LEMUEL II","20109051","SD","Swasta","112","8","Kebon Jeruk","Jakarta Barat","201912"
"SD KRISTEN TUNAS BANGSA GREENVILLE","20177922","SD","Swasta","317","14","Kebon Jeruk","Jakarta Barat","201912"
"SD MKGR","20105720","SD","Swasta","216","10","Kebon Jeruk","Jakarta Barat","201912"
"SD PELITA II","20105738","SD","Swasta","584","17","Kebon Jeruk","Jakarta Barat","201912"
"SD PROVIDENTIA","20105743","SD","Swasta","314","17","Kebon Jeruk","Jakarta Barat","201912"
"SD RASA SAYANG","20105748","SD","Swasta","92","8","Kebon Jeruk","Jakarta Barat","201912"
"SD SANTO ANDREAS","20105758","SD","Swasta","164","12","Kebon Jeruk","Jakarta Barat","201912"
